year,PheWAS_code,PheWAS_name,total_burden_in_million,publication,trial,ROI
2010,275.53,Disorders of phosphorus metabolism,45836.67578,7,0,123.6878967
2010,301.2,Antisocial/borderline personality disorder,104974.0156,616,6,0.012283448
2010,747.11,Cardiac shunt/ heart septal defect,3397558,1244,10,3.825557709
2010,211,Benign neoplasm of other parts of digestive system,2639474.75,4884,134,0.043927886
2010,575.2,Obstruction of bile duct,771897.5,278,10,0.883575618
2010,455,Hemorrhoids,6384809,672,39,6.417459965
2010,984,Toxic effect of lead and its compounds (including fumes),36380.33984,142,1,0.038081337
2010,274.1,Gout,1250936.125,243,10,2.654794931
2010,428.2,Heart failure NOS,992298.5625,4216,169,0.005702822
2010,355,Complex regional/central pain syndrome,1064683.25,144,4,8.100703239
2010,695.41,Lupus erythematosus,158255.0156,49,0,210.8867035
2010,375.2,Epiphora,285278.5625,81,0,414.5897827
2010,253,Disorders of the pituitary gland and its hypothalamic control,370523.5,74,0,765.5261841
2010,1001,Foreign body injury,3079946.25,1001,1,38.7209053
2010,912,Insect bite,1344134.625,198,0,3765.454346
2010,136,Other infectious and parasitic diseases,383841.125,1283,16,0.029600602
2010,117.3,Blastomycotic infection,9810.944336,93,0,0.427081645
2010,758,Chromosomal anomalies and genetic disorders,187553.3125,437,7,0.047386982
2010,735.1,Flat foot,310650.6875,58,3,2.280836582
2010,592.3,Urethral stricture due to infecton,40558.63672,97,2,0.034815539
2010,446.5,Giant cell arteritis,128238.6875,127,4,0.133252293
2010,749.1,Cleft palate,565340.1875,497,3,0.881671965
2010,526.3,Anomalies of jaw size/symmetry,657184.75,58,0,3072.494141
2010,276.11,Hyperosmolality and/or hypernatremia,129341.7578,72,1,0.949253678
2010,615,Endometriosis,4729278,808,11,10.37539291
2010,343,Infantile cerebral palsy,2336397,946,28,0.850165367
2010,594.1,Calculus of kidney,14970829,132,3,2327.755371
2010,770,Myalgia and myositis unspecified,5236048,136,2,413.8655701
2010,367.4,Presbyopia,1294268.625,54,11,11.62535763
2010,571.8,Liver abscess and sequelae of chronic liver disease,799704.375,291,14,0.647339046
2010,702.2,Seborrheic keratosis,5095927,40,2,1332.602905
2010,245.2,Chronic lymphocytic thyroiditis,903012.8125,0,0,33651680
2010,258,Iatrogenic endocrine disorders,96020.03125,157,0,24.23345566
2010,361.2,Retinoschisis and retinal cysts,51593.4375,38,0,28.90080833
2010,283.2,Non-autoimmune hemolytic anemias,45104.48438,252,3,0.011068126
2010,580.32,Nephritis and nephropathy with pathological lesion,165756.9375,2779,188,0.000217016
2010,364.1,Corneal opacity,398746.3125,84,0,781.0544434
2010,260.5,Abnormal loss of weight and underweight,107195.1953,384,0,12.34886646
2010,623,Hypertrophy of female genital organs,471329.2188,590,25,0.062129028
2010,687.1,Rash and other nonspecific skin eruption,3577901.75,259,3,67.76302338
2010,973,Poisoning by agents primarily affecting the gastrointestinal system,7587.405762,1404,6,2.82E-05
2010,735.2,Acquired toe deformities,731450,102,4,5.397604465
2010,295.2,Paranoid disorders,155128.3125,160,4,0.154778123
2010,594.8,Renal colic,1797076.125,81,2,81.84972382
2010,173,Neoplasm of uncertain behavior of skin,9797580,3687,15,7.158163548
2010,199,Neoplasm of uncertain behavior,5585651,15464,552,0.015083339
2010,446.1,Thromboangiitis obliterans,15002.88477,25,0,3.714110374
2010,270.32,Paraproteinemia,594950.25,123,6,1.975901604
2010,713,Arthropathy associated with other disorders classified elsewhere,39445.89453,24,0,26.74425316
2010,134,Helminthiases,31386.57422,1203,13,0.000259753
2010,433,Cerebrovascular disease,653386.4375,784,8,0.280546635
2010,274.11,Gouty arthropathy,828023.4375,324,17,0.513382971
2010,285.8,Hemoglobinuria,582423.5625,79,3,5.886379242
2010,446.9,Arteritis NOS,258522.1875,315,5,0.174764201
2010,1006,Crushing injury,470450.4063,660,4,0.34510535
2010,377.3,Optic neuritis/neuropathy,595601.0625,487,8,0.375283509
2010,528.3,Cellulitis and abscess of oral soft tissues,260165.2969,495,9,0.062629491
2010,282.8,Other hemoglobinopathies,197988.1094,134,14,0.0861632
2010,686.4,Pyogenic granuloma,285225.375,401,4,0.208783239
2010,371.3,Inflammation of eyelids,2966953,508,14,5.104225636
2010,716,Other arthropathies,2468977.25,1890,194,0.068606444
2010,722.1,Displacement of intervertebral disc,30122424,429,5,1742.182373
2010,54,Herpes simplex,1208514.625,751,7,1.144877434
2010,601.1,Prostatitis,518055.3125,109,1,10.05966377
2010,716.9,Arthropathy NOS,1220705.875,583,20,0.527130246
2010,300.3,Obsessive-compulsive disorders,1389412.25,537,12,1.235252619
2010,697,Sarcoidosis,785897.1875,359,4,1.770514131
2010,465.4,Acute laryngitis and tracheitis,519507.9688,31,2,17.86921692
2010,362.7,Hereditary retinal dystrophies,117773.0547,232,8,0.030801482
2010,333.3,Tics and choreas,99579.42969,1004,7,0.005814363
2010,960,Poisoning by antibiotics,11472.21582,1404,6,6.44E-05
2010,695.8,Other specified erythematous conditions,373440.9688,45,1,12.65996552
2010,313.3,Autism,2885173.25,695,29,1.703820944
2010,389.5,Disorders of acoustic nerve,400884.2813,188,0,352.7573242
2010,427.11,Paroxysmal supraventricular tachycardia,2747771,154,2,100.6549301
2010,153,Colorectal cancer,213282.4531,4000,179,0.000262175
2010,592,Cystitis and urethritis,482.0544434,138,13,5.34E-07
2010,145.4,Cancer of the gums,85524.08594,95,0,31.77068138
2010,281.1,Megaloblastic anemia,17695.04688,16,0,8.071069717
2010,710.3,Osteopathy resulting from poliomyelitis,11016.95801,320,2,0.000778722
2010,669,Complications of labor and delivery NEC,3156188.5,392,1,103.8308258
2010,807,Fracture of ribs,1209309.75,73,1,81.8446579
2010,706.1,Acne,10308401,5,0,8753138
2010,288.3,Eosinophilia,110413.4141,401,4,0.031286936
2010,220,Benign neoplasm of ovary,1613821.25,141,1,75.46725464
2010,739,Contracture of joint,1376238.25,3,0,259680.7344
2010,426.32,Left bundle branch block,259624.4375,192,1,1.434382081
2010,333.4,Torsion dystonia,1357598.5,1475,32,0.161094621
2010,306.1,Mental disorders durring/after pregnancy,264184.8125,291,2,0.492414325
2010,557.1,Celiac or tropical sprue,11912.66895,2,0,29.13674545
2010,200,Myeloproliferative disease,2882428,1672,120,0.170875415
2010,496.1,Emphysema,792658.8125,217,13,0.918405592
2010,941,Adverse reaction to serum or vaccine,67009.67969,1404,6,0.002196086
2010,872,Traumatic amputation,2375977.75,131,1,176.0669861
2010,264.2,Failure to thrive,1220544.5,78,2,39.20846558
2010,499,Cystic fibrosis,1560575.25,1416,58,0.122354299
2010,575.1,Cholangitis,338995.625,109,3,1.445354342
2010,198.6,Secondary malignancy of bone,3179060,1,0,4129477.25
2010,474.1,Acute tonsillitis,1981633.625,82,2,98.31115723
2010,773,Pain in limb,15994991,5366,9,21.83789063
2010,324,Other CNS infection and poliomyelitis,470745.4063,499,20,0.091587208
2010,292.3,Memory loss,1293620.375,1140,4,1.510704517
2010,261.4,Vitamin D deficiency,3456846.5,809,39,1.5626055
2010,530.11,GERD,12111306,833,48,15.13627529
2010,649.1,Diabetes or abnormal glucose tolerance complicating pregnancy,1942828.125,472,14,2.355582714
2010,442.11,Abdominal aortic aneurysm,1879063.875,798,18,1.013864517
2010,350.1,Abnormal involuntary movements,1059590.5,33,9,15.57846832
2010,279.8,Other specified disorders involving the immune mechanism,56176.38672,131,6,0.016540464
2010,747.12,Valvular heart disease/ heart chambers,1774745.625,974,6,2.220512629
2010,305.21,Anorexia nervosa,599417.5,528,11,0.255063504
2010,442.8,Aneurysm of other specified artery,320338.125,389,39,0.027906122
2010,636,Early or threatened labor; hemorrhage in early pregnancy,1010546.25,280,2,7.487928391
2010,427.6,Premature beats,1055388.5,131,2,17.45593834
2010,636.3,Hemorrhage in early pregnancy,2425929,154,7,22.49614906
2010,199.4,Neurofibromatosis,321466.25,76,5,1.119905114
2010,513.31,Apnea,235451.5156,152,77,0.019543514
2010,454.1,Varicose veins of lower extremity,531234.1875,256,13,0.349668652
2010,523,Gingival and periodontal diseases,57277.79297,122,6,0.01846382
2010,575,Other biliary tract disease,173.6207428,162,1,7.60E-07
2010,276.42,Alkalosis,15023.24805,40,1,0.023049245
2010,701,Other hypertrophic and atrophic conditions of skin,1229942.25,1058,8,0.736658335
2010,790.1,Elevated sedimentation rate,64861.30469,0,0,173616.2031
2010,245,Thyroiditis,220888.375,31,1,6.428972244
2010,41.12,Methicillin resistant Staphylococcus aureus,339854.25,1358,0,35.0995369
2010,360.2,progressive myopia,138057,56,3,0.466555893
2010,743.13,Other specified osteoporosis,325530.4375,1589,50,0.005503243
2010,661,Fetal distress and abnormal forces of labor,7363393,1360,34,4.837557793
2010,620.1,Dysplasia of cervix,24230.49805,77,3,0.010452737
2010,381.9,Otorrhea,162763.5,32,0,341.5445557
2010,962,Poisoning by hormones and synthetic substitutes,1526.102539,1404,6,1.14E-06
2010,280.11,Other specified iron deficiency anemias,190374.5781,16,0,934.2122192
2010,609.2,Abnormal spermatozoa,78444.46094,3,0,843.6785889
2010,695,Erythematous conditions,980.6939087,290,3,4.55E-06
2010,345.11,Generalized convulsive epilepsy,1191968.875,101,2,28.8794136
2010,722.6,Degeneration of intervertebral disc,18974206,908,2,814.0657349
2010,275.51,Hypocalcemia,165909.1875,153,0,74.24035645
2010,475,Chronic sinusitis,17001332,516,21,110.027359
2010,809,Fracture of unspecified bones,2651351.25,1794,71,0.227724135
2010,352,Disorders of other cranial nerves,88974.98438,214,3,0.050717078
2010,962.1,Adrenal cortical steroids causing adverse effects in therapeutic use,4878.989258,1404,6,1.16E-05
2010,244.5,Congenital hypothyroidism,80197.97656,103,1,0.255120307
2010,164,Cancer of intrathoracic organs,368133.3438,1090,3,0.17046383
2010,345.3,Convulsions,6740917.5,1651,29,3.915250063
2010,743.9,Osteopenia,5073742,342,15,20.694561
2010,443.1,Raynaud's syndrome,281120.5,88,4,0.92411834
2010,370.3,Keratoconjunctivitis,193393.5625,35,4,1.099427104
2010,495.11,Chronic obstructive asthma with exacerbation,1197164.625,3438,218,0.007891202
2010,70.3,Viral hepatitis C,2162926.25,1336,117,0.123500757
2010,218.2,Other benign neoplasm of uterus,273650.1563,2881,49,0.002188673
2010,586,Other disorders of the kidney and ureters,2568160,61,0,44613.07031
2010,751.12,Congenital anomalies of male genital organs,1426399.5,169,1,49.18894958
2010,381.3,Mastoiditis & related conditions,356557.5938,30,1,17.30975723
2010,626.4,Premenstrual tension syndromes,246296.7031,100,2,1.245365024
2010,180.1,Cervical cancer,1490177.375,2180,44,0.095517971
2010,571.5,Other chronic nonalcoholic liver disease,1854379,1841,50,0.1541356
2010,133,Arthropod-borne diseases,86539.5,4181,105,7.04E-05
2010,876,Posttraumatic wound infection not elsewhere classified,254082.25,266,16,0.062557332
2010,535.2,Atrophic gastritis,2776238,73,3,144.7382965
2010,427.8,Sinoatrial node dysfunction (Bradycardia),2428592,65,4,93.36916351
2010,286.11,Von willebrand's disease,423296.2813,116,4,1.589527369
2010,713.5,Arthropathy associated with neurological disorders,80126.33594,62,0,42.72753525
2010,151,Cancer of stomach,1744592.25,2630,68,0.070222557
2010,395,Heart valve disorders,21168.15625,262,1,0.006987885
2010,427.2,Atrial fibrillation and flutter,5134.888184,163,9,7.41E-05
2010,691.1,Ichthyosis congenita,18659.39258,20,2,0.035724882
2010,271,Disorders of carbohydrate transport and metabolism,15.18908215,46,0,2.07E-06
2010,965.3,Salicylates causing adverse effects in therapeutic use,43152.23047,783,2,0.004882723
2010,592.13,Chronic interstitial cystitis,722046.875,83,14,1.850040317
2010,389.2,Conductive hearing loss,1018969.875,130,1,32.63198471
2010,350.2,Abnormality of gait,3384517.5,20,0,236246.5156
2010,368.9,Subjective visual disturbances,901071.625,750,7,0.637312651
2010,41,Bacterial infection NOS,551532,4986,95,0.002649951
2010,209,Neuroendocrine tumors,239895.5313,336,20,0.035323519
2010,444,Arterial embolism and thrombosis,440943.1875,672,39,0.030607833
2010,530,Diseases of esophagus,591197.5,394,57,0.064213432
2010,345.1,Epilepsy,1322028.25,514,8,1.751847386
2010,972.1,Cardiac rhythm regulators causing adverse effects in therapeutic use,16726.01758,1404,6,0.000136823
2010,364.51,Fuchs' dystrophy,375045.4063,60,2,4.812458038
2010,522.5,Periapical abscess,428191.0625,68,0,1112.55481
2010,580.12,Non-proliferative glomerulonephritis,168547.3125,587,12,0.016629303
2010,441,Vascular insufficiency of intestine,995084.5,38,0,10750.80566
2010,375.1,Dry eyes,2884179,205,40,4.185235023
2010,451.2,Phlebitis and thrombophlebitis of lower extremities,1018101.125,758,40,0.14104487
2010,930,Allergic reaction to food,1482554.25,470,11,1.752854109
2010,597.8,Urethral hypermobility/ISD,255789.0938,73,0,369.8287354
2010,379.1,Scleritis and episcleritis,242338.9063,48,0,504.8165283
2010,270.33,Amyloidosis,238949.1094,518,13,0.034963455
2010,500.2,Pneumoconiosis,48349.67578,174,0,5.544110775
2010,750.11,Esophageal atresia/tracheoesophageal fistula,245984.625,77,0,324.2557983
2010,598.1,Proteinuria,5203.365723,2729,188,2.18E-07
2010,272.13,Mixed hyperlipidemia,6184474.5,26,0,606853.9375
2010,191,Manlignant and unknown neoplasms of brain and nervous system,1348407.125,3997,92,0.020402847
2010,470,Septal Deviations/Turbinate Hypertrophy,9722239,21,0,1856630.375
2010,687.3,Changes in skin texture,43377.41797,0,4,193.6430664
2010,737.3,Kyphoscoliosis and scoliosis,3218842.75,500,12,7.120275021
2010,509.2,Respiratory insufficiency,2625441,1694,67,0.250592381
2010,159.3,Malignant neoplasm of gallbladder and extrahepatic bile ducts,626722.3125,349,15,0.309421659
2010,251,Other disorders of pancreatic internal secretion,16624.85547,2364,119,4.05E-06
2010,362.27,Drusen (degenerative) of retina,314661.6875,44,0,928.4433594
2010,389.3,Degenerative and vascular disorders of ear,77456.64844,203,1,0.120752886
2010,276.1,Electrolyte imbalance,175286.4531,42,0,301.8304443
2010,338,Pain NEC,5117517.5,5366,9,2.235431194
2010,333.8,Other degenerative diseases of the basal ganglia,129775.5391,107,0,64.95017242
2010,452,Other venous embolism and thrombosis,1442942.375,2411,79,0.045106154
2010,374,Other disorders of eyelids,1419319.875,964,7,1.230212092
2010,569,Other disorders of intestine,2205428.75,867,34,0.680729032
2010,986,Toxic effect of carbon monoxide,69103.85938,101,0,19.51008606
2010,512.8,Cough,12434908,511,9,138.5957489
2010,562,Diverticulosis and diverticulitis,4103.225586,185,2,0.000186844
2010,598,Abnormal findings on examination of urine,7214.638184,92,1,0.002311488
2010,427.41,Ventricular fibrillation and flutter,342346.8438,408,0,118.5443344
2010,803.21,Colles' fracture,1237293.75,10,0,63114.70313
2010,411,Ischemic Heart Disease,998.0905762,1260,250,1.31E-08
2010,960.1,Adverse effects of antibacterials (not penicillins),6067.097656,1404,6,1.80E-05
2010,646,Other complications of pregnancy NEC,1958908.125,2143,8,0.922550857
2010,736.1,Acquired deformities of forearm,58041.85156,5,0,277.5004578
2010,174.1,Breast cancer [female],3593405.75,266,9,22.23353958
2010,244,Hypothyroidism NOS,11543308,547,5,200.6533966
2010,728.7,Fasciitis,5508981,215,7,83.09690857
2010,764,Sciatica,4156816.5,93,1,759.0836792
2010,198.7,Secondary malignant neoplasm of skin,145114.6875,3687,15,0.001570315
2010,580.11,Proliferative glomerulonephritis,82182.9375,74,1,0.372881204
2010,1000,Burns,1530828.25,990,17,0.574285626
2010,767,Cervicocranial/Cervicobrachial syndrome,2252231,41,1,505.3982239
2010,187.2,Malignant neoplasm of testis,1170045.25,500,3,3.753868341
2010,637,Short gestation; low birth weight; and fetal growth retardation,5939601.5,1484,6,16.32383537
2010,198.5,Secondary malignancy of brain/spine,2837628.25,286,35,3.318613291
2010,426,Cardiac conduction disorders,360995.125,57,0,943.3450928
2010,286.6,Defibrination syndrome,32293.80273,163,1,0.026140973
2010,722,Intervertebral disc disorders,28244.34375,429,5,0.001531711
2010,440.1,Atherosclerosis of renal artery,688623.0625,92,0,2126.899658
2010,519.2,Respiratory complications,270474.6563,668,21,0.021511121
2010,304,Adjustment reaction,16060988,62,2,8540.94043
2010,8.6,Viral Enteritis,1609944,259,6,6.871467113
2010,302,Sexual and gender identity disorders,186820.125,740,27,0.007206163
2010,301,Personality disorders,246090.5,456,9,0.060828827
2010,686,Other local infections of skin and subcutaneous tissue,41139.10547,840,5,0.001659611
2010,603,Other disorders of testis,274384.1563,139,1,2.212939978
2010,745,Pain in joint,53688244,412,5,5762.777832
2010,365,Glaucoma,3321778.25,860,90,0.588255465
2010,818.2,Subarachnoid hemorrhage (injury),411172.9688,710,16,0.061377931
2010,530.3,Stricture and stenosis of esophagus,1542108.25,156,0,6290.660645
2010,386.3,Labyrinthitis,596854.0625,171,1,8.511623383
2010,636.2,Early onset of delivery,1655139.875,878,14,0.919074655
2010,214.1,Lipoma of skin and subcutaneous tissue,1795068.625,8,0,166015.4688
2010,573.8,Other specified disorders of liver,1927404.75,959,52,0.307365268
2010,215,Other benign neoplasm of connective and other soft tissue,1365982.5,535,4,3.589243174
2010,741,Symptoms and disorders of the joints,1511406.5,402,19,1.233566523
2010,642.1,Preeclampsia and eclampsia,1644692,859,13,0.99887836
2010,379.2,Disorders of vitreous body,3332079.75,111,4,102.9302826
2010,979,Adverse drug events and drug allergies,1715267.875,2178,8,0.69596988
2010,253.1,Pituitary hyperfunction,510000.375,268,4,0.998767853
2010,184.2,Cancer of other female genital organs,716795.5,1101,10,0.19239074
2010,516.1,Hemoptysis,566674.125,149,0,889.3452148
2010,285,Other anemias,194319.5,17,1,9.070391655
2010,433.12,Cerebral atherosclerosis,247846.3594,83,1,3.023655176
2010,427.42,Cardiac arrest,1029749.438,683,7,0.913980603
2010,723,Other disorders of cervical region,982791.25,0,0,39860392
2010,381,Otitis media and Eustachian tube disorders,209.4178162,281,13,4.95E-08
